A;B;5;12;0.52278;0.39496;0.31063;0.25241;0.2124;0.17757;0.15546;0.13283;0.1167;
A;B;6;12;0.52905;0.40465;0.31935;0.2619;0.21807;0.18412;0.15838;0.13697;0.11914;
A;B;7;12;0.5411;0.4176;0.32927;0.27013;0.22528;0.19323;0.1652;0.14164;0.12576;
A;B;8;12;0.56191;0.4331;0.3457;0.2896;0.24274;0.20956;0.18086;0.15709;0.13812;
A;B;9;12;0.57993;0.45284;0.36736;0.30762;0.26239;0.22319;0.19335;0.17261;0.1515;
A;B;10;12;0.60335;0.47627;0.39359;0.33031;0.28414;0.24573;0.2128;0.18869;0.1679;
A;B;11;12;0.61399;0.4914;0.40774;0.34394;0.29587;0.2593;0.22485;0.19896;0.17887;
A;B;12;12;0.82987;0.74568;0.66899;0.60531;0.54964;0.50453;0.46687;0.42871;0.3977;
A;B;2;13;0.52289;0.39229;0.30862;0.2496;0.20515;0.17771;0.15183;0.13512;0.1168;
A;B;3;13;0.53135;0.4005;0.31486;0.25554;0.2135;0.18279;0.15933;0.13675;0.1222;
A;B;4;13;0.53896;0.40935;0.32221;0.26527;0.22388;0.18933;0.16319;0.14185;0.12364;
A;B;5;13;0.54854;0.41867;0.33307;0.27483;0.22726;0.19415;0.16764;0.1467;0.12904;
A;B;6;13;0.55705;0.43025;0.34335;0.28293;0.23582;0.20005;0.1726;0.15026;0.13285;
A;B;7;13;0.57279;0.43792;0.35675;0.29025;0.24606;0.21028;0.18143;0.15952;0.13775;
A;B;8;13;0.57967;0.45415;0.36423;0.30223;0.25432;0.21993;0.18966;0.16592;0.14632;
A;B;9;13;0.60317;0.47381;0.38602;0.32393;0.27478;0.23906;0.20585;0.18019;0.15764;
A;B;10;13;0.62396;0.49976;0.40809;0.34824;0.29891;0.25813;0.22571;0.19908;0.17831;
A;B;11;13;0.63435;0.51037;0.42296;0.35787;0.31135;0.27047;0.23674;0.21475;0.18882;
A;B;12;13;0.64555;0.5273;0.44366;0.37905;0.3259;0.28578;0.25332;0.22448;0.2017;
A;B;13;13;0.85446;0.77254;0.70724;0.64651;0.59481;0.54602;0.50608;0.46981;0.44237;
A;B;2;14;0.55089;0.4193;0.33196;0.2741;0.2274;0.19435;0.1679;0.14765;0.13285;
A;B;3;14;0.5599;0.42893;0.34211;0.28016;0.23772;0.2014;0.17538;0.15228;0.1334;
A;B;4;14;0.56853;0.43556;0.35057;0.28564;0.24398;0.20874;0.1797;0.15662;0.13932;
A;B;5;14;0.57682;0.4461;0.35673;0.29409;0.24794;0.21411;0.18536;0.16001;0.1422;
A;B;6;14;0.58705;0.45768;0.36924;0.30518;0.25699;0.21925;0.19102;0.16854;0.14867;
A;B;7;14;0.60152;0.47183;0.37923;0.31556;0.26659;0.23227;0.1987;0.17466;0.15585;
A;B;8;14;0.61264;0.48334;0.39527;0.32647;0.28092;0.24063;0.21025;0.18177;0.16352;
A;B;9;14;0.63023;0.49587;0.40456;0.34108;0.29402;0.2543;0.21981;0.19628;0.17403;
A;B;10;14;0.64955;0.52599;0.43338;0.36805;0.31492;0.27662;0.24021;0.21468;0.19111;
A;B;11;14;0.66123;0.5362;0.44649;0.38146;0.33001;0.29001;0.25543;0.22803;0.20139;
A;B;12;14;0.67175;0.55225;0.46224;0.3986;0.34617;0.30378;0.27391;0.24288;0.21746;
A;B;13;14;0.68402;0.56823;0.4776;0.41645;0.36731;0.32699;0.29146;0.26141;0.23406;
A;B;14;14;0.87578;0.80622;0.74517;0.68795;0.63759;0.59641;0.55707;0.52233;0.49308;
A;A;2;3;0.36865;0.28257;0.22939;0.19003;0.16129;0.14122;0.12572;0.11288;0.10092;
A;A;2;4;0.37517;0.29138;0.23353;0.19559;0.16757;0.14486;0.12811;0.11233;0.10416;
A;A;3;4;0.39095;0.30434;0.24561;0.20553;0.17576;0.15138;0.13647;0.11919;0.1097;
A;A;2;5;0.3845;0.3007;0.24254;0.2018;0.17067;0.14861;0.13113;0.11957;0.10642;
A;A;3;5;0.40075;0.31522;0.25167;0.21062;0.18159;0.15761;0.14121;0.12532;0.11449;
A;A;4;5;0.41363;0.32788;0.26757;0.22427;0.19349;0.16657;0.14809;0.13287;0.11969;
A;A;2;6;0.39656;0.30851;0.24758;0.20574;0.17659;0.15277;0.1335;0.11934;0.10881;
A;A;3;6;0.40969;0.32145;0.26271;0.21764;0.18593;0.16287;0.1445;0.13043;0.11768;
A;A;4;6;0.42531;0.33611;0.27585;0.23186;0.19881;0.1715;0.15368;0.13716;0.12339;
A;A;5;6;0.43873;0.35128;0.28796;0.24179;0.20685;0.18149;0.16049;0.14269;0.12933;
A;A;2;7;0.40571;0.30904;0.2467;0.20602;0.17403;0.14891;0.13069;0.11915;0.10856;
A;A;3;7;0.41841;0.32288;0.26046;0.2166;0.18615;0.15872;0.1405;0.12661;0.11321;
A;A;4;7;0.43276;0.338;0.27562;0.23065;0.19703;0.17166;0.15122;0.13509;0.12227;
A;A;5;7;0.44894;0.34877;0.28784;0.24218;0.20357;0.18104;0.15768;0.14083;0.12751;
A;A;6;7;0.46335;0.37116;0.30133;0.25487;0.219;0.18907;0.16675;0.1509;0.1346;
A;A;2;8;0.42443;0.32143;0.25844;0.21497;0.18486;0.15804;0.13893;0.12582;0.11109;
A;A;3;8;0.43029;0.32946;0.26461;0.22084;0.18517;0.15986;0.14036;0.12485;0.11231;
A;A;4;8;0.44421;0.34131;0.27853;0.23372;0.19878;0.17118;0.14889;0.13157;0.11963;
A;A;5;8;0.46015;0.35939;0.29298;0.24393;0.2073;0.1806;0.15978;0.14176;0.12953;
A;A;6;8;0.47605;0.37552;0.3055;0.257;0.22079;0.19245;0.16852;0.14979;0.13595;
A;A;7;8;0.49178;0.38967;0.3263;0.27094;0.23381;0.20482;0.17827;0.1602;0.14286;
A;A;2;9;0.44871;0.33833;0.26917;0.224;0.19141;0.16406;0.14439;0.12841;0.11514;
A;A;3;9;0.4542;0.34496;0.27746;0.23001;0.19566;0.16824;0.14736;0.1307;0.11879;
A;A;4;9;0.46279;0.35221;0.28258;0.23593;0.1985;0.17089;0.15084;0.13297;0.11937;
A;A;5;9;0.47553;0.36787;0.29946;0.24903;0.2129;0.17989;0.16052;0.14126;0.12737;
A;A;6;9;0.49251;0.38083;0.31266;0.26358;0.22696;0.19522;0.16832;0.15073;0.13343;
A;A;7;9;0.50903;0.40132;0.3288;0.27628;0.23628;0.2084;0.1807;0.16281;0.14636;
A;A;8;9;0.52591;0.41805;0.34329;0.29219;0.24817;0.21655;0.19466;0.1718;0.15581;
A;A;2;10;0.47125;0.35629;0.28453;0.23469;0.20213;0.17333;0.15049;0.13569;0.11958;
A;A;3;10;0.47664;0.36812;0.29659;0.24155;0.2047;0.17819;0.1549;0.13751;0.1232;
A;A;4;10;0.48925;0.3714;0.30314;0.24743;0.21132;0.18147;0.16068;0.14181;0.12668;
A;A;5;10;0.49552;0.3831;0.30387;0.25514;0.21501;0.18403;0.1603;0.14404;0.12888;
A;A;6;10;0.5098;0.39596;0.32225;0.26837;0.22643;0.19879;0.17424;0.15024;0.13588;
A;A;7;10;0.53043;0.41208;0.33784;0.28196;0.2442;0.21116;0.18615;0.16389;0.14689;
A;A;8;10;0.54807;0.43126;0.35629;0.29867;0.25834;0.2247;0.19892;0.17605;0.15381;
A;A;9;10;0.56323;0.44819;0.37398;0.3178;0.27626;0.23816;0.21289;0.18814;0.17029;
A;A;2;11;0.49632;0.37498;0.29901;0.24965;0.21042;0.18383;0.16315;0.14339;0.12733;
A;A;3;11;0.50389;0.38192;0.30864;0.2568;0.21572;0.18667;0.1639;0.14523;0.13136;
A;A;4;11;0.51355;0.39418;0.31724;0.25874;0.22331;0.19262;0.16846;0.14959;0.13241;
A;A;5;11;0.51761;0.40376;0.32507;0.26803;0.23046;0.1992;0.17195;0.15187;0.13694;
A;A;6;11;0.53044;0.40868;0.332;0.27827;0.23429;0.20086;0.17685;0.15629;0.14035;
A;A;7;11;0.54699;0.42596;0.34718;0.29008;0.25185;0.21728;0.18753;0.1681;0.14946;
A;A;8;11;0.56455;0.44334;0.36649;0.30886;0.26617;0.23037;0.20538;0.18198;0.16146;
A;A;9;11;0.58477;0.46423;0.38398;0.32348;0.28219;0.24388;0.2175;0.19435;0.1731;
A;A;10;11;0.6039;0.4855;0.40433;0.34627;0.298;0.26551;0.23449;0.21038;0.18927;
A;A;2;12;0.51801;0.39597;0.3162;0.26305;0.22647;0.19423;0.17135;0.15295;0.13663;
A;A;3;12;0.53116;0.40533;0.32557;0.27026;0.22983;0.20061;0.17481;0.15576;0.14082;
A;A;4;12;0.53696;0.41383;0.3345;0.2793;0.24007;0.20617;0.17763;0.15883;0.14199;
A;A;5;12;0.54696;0.4263;0.34123;0.28738;0.24221;0.20811;0.18424;0.16238;0.14725;
A;A;6;12;0.55626;0.43753;0.35159;0.2924;0.25158;0.21627;0.19095;0.16585;0.15073;
A;A;7;12;0.56795;0.44358;0.36384;0.30044;0.25854;0.22386;0.19564;0.17293;0.15568;
A;A;8;12;0.58473;0.46359;0.378;0.31865;0.27207;0.23762;0.21027;0.18443;0.16778;
A;A;9;12;0.59936;0.48013;0.39825;0.33721;0.29328;0.25489;0.22487;0.20117;0.17917;
A;A;10;12;0.62007;0.50296;0.42319;0.35872;0.31259;0.27358;0.24642;0.21545;0.19763;
A;A;11;12;0.63379;0.51558;0.43112;0.37196;0.32721;0.28713;0.25615;0.23035;0.20505;
A;A;2;13;0.54947;0.42298;0.33999;0.28358;0.24313;0.21322;0.18668;0.16721;0.14963;
A;A;3;13;0.55583;0.43177;0.351;0.29342;0.24906;0.21536;0.19213;0.16953;0.15275;
A;A;4;13;0.56287;0.43713;0.35631;0.29823;0.25533;0.22029;0.19564;0.17488;0.15437;
A;A;5;13;0.57483;0.44868;0.36332;0.30379;0.26198;0.22742;0.20316;0.17733;0.16027;
A;A;6;13;0.58258;0.45844;0.37588;0.3129;0.27098;0.23445;0.20732;0.18189;0.16584;
A;A;7;13;0.59609;0.4701;0.38649;0.32433;0.27795;0.24272;0.21696;0.18986;0.17002;
A;A;8;13;0.60499;0.48123;0.39735;0.33399;0.29081;0.25255;0.22358;0.19851;0.17642;
A;A;9;13;0.62336;0.50311;0.41597;0.35393;0.30614;0.26865;0.23757;0.21311;0.19031;
A;A;10;13;0.64557;0.5239;0.43759;0.37642;0.32795;0.28786;0.25713;0.22889;0.20791;
A;A;11;13;0.6511;0.53668;0.45191;0.39079;0.33913;0.30336;0.27238;0.24107;0.21762;
A;A;12;13;0.6653;0.55251;0.4678;0.40314;0.3581;0.31976;0.28333;0.25708;0.23014;
A;A;2;14;0.57508;0.44819;0.3672;0.30804;0.26764;0.23424;0.2071;0.18741;0.16686;
A;A;3;14;0.58339;0.46088;0.37567;0.31567;0.27034;0.2391;0.20987;0.19029;0.17126;
A;A;4;14;0.59188;0.46909;0.3791;0.32413;0.27892;0.24509;0.21648;0.19463;0.1752;
A;A;5;14;0.60117;0.47804;0.39434;0.32864;0.28527;0.24735;0.22251;0.19844;0.1807;
A;A;6;14;0.61086;0.48725;0.40135;0.34239;0.29177;0.25514;0.22854;0.20307;0.18232;
A;A;7;14;0.62308;0.49984;0.41172;0.349;0.30192;0.26539;0.23512;0.21212;0.19166;
A;A;8;14;0.6363;0.5141;0.42526;0.36403;0.31502;0.27752;0.24253;0.22163;0.19936;
A;A;9;14;0.64545;0.52551;0.43851;0.37217;0.32872;0.28646;0.25847;0.22883;0.20635;
A;A;10;14;0.66889;0.54742;0.46139;0.39812;0.35034;0.30877;0.277;0.24993;0.22661;
A;A;11;14;0.67809;0.56374;0.47793;0.41032;0.36314;0.32402;0.28663;0.26074;0.23732;
A;A;12;14;0.68997;0.57543;0.49479;0.42606;0.3799;0.33811;0.30294;0.27539;0.25116;
A;A;13;14;0.70137;0.59149;0.50928;0.44597;0.39599;0.35681;0.32033;0.2927;0.26905;
